59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,59,59,59,59,59,59,59
59,59,59,59,59,17,00,00,00,00,06,00,00,00,00,00,28,31,27,07,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,28,31,27,00,28,31,31,27,00,29,59,32,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,29,59,32,00,29,59,59,32,00,29,59,32,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,29,59,32,60,29,59,59,32,00,29,59,32,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,29,59,32,00,29,59,59,32,00,29,59,32,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,29,59,32,00,29,59,59,32,00,29,59,32,61,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,38,30,37,00,38,30,30,37,00,38,30,37,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,28,30,30,30,30,30,27,00,28,31,31,27,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,38,31,31,31,31,31,37,00,38,30,30,37,00,14,59,59,59,59,59,59,59
59,59,59,59,59,17,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,59,59,59,59,59,59,59
59,59,59,59,59,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
